,SongLength,NumInstruments,Genre,Tempo,LyricalContent,ReleasedYear,Popularity
0,387.67857660247904,4,Classical,113.63458335819249,0.7989920885333458,2006,47.603783453619116
1,189.00466011060917,3,Rap,155.62598459184204,0.3455847928841226,1982,55.02749558849814
2,188.99863008405063,9,Jazz,155.2381666552124,0.6715740633102042,1981,57.57066776556414
3,327.0181444490114,4,Classical,148.98961537311436,0.259165352369326,2008,54.58049844915351
4,392.4774630404986,6,Pop,151.6827434363939,0.2037245601411333,2004,58.33047935327241
5,203.08477766956904,1,Country,81.81745787257657,0.4120336439504601,1998,34.268018533692555
6,184.87346516301045,5,Pop,185.82629163719645,0.5460788323146444,2009,60.24902563625784
7,321.0582566280392,4,Rap,162.94144672287158,0.8902443124484133,1993,59.61750679651337
8,299.47499470277126,7,Classical,186.3803708735679,0.7891896888706404,2022,62.865612236862574
9,380.4685587557792,5,Jazz,75.95238591527173,0.770919609317896,1981,41.23670614989362
10,247.1693224223705,6,Pop,169.41324114865984,0.3933746416488923,2008,58.36692602711301
11,220.2336274218452,5,Classical,122.92185175378596,0.5991606670679249,1995,47.051457564614026
12,151.3805292809006,4,Rock,96.42564395148484,0.9506265474127008,1988,38.92127520813199
13,326.7143359619043,2,Rap,168.3096217559348,0.3054379697121623,1999,59.59079606277018
14,168.5111629335226,3,Rock,169.1192709806602,0.5018907727551386,2022,53.30082281337042
15,268.0537312904873,3,Rap,176.72485032889563,0.6005775279913467,2018,58.36463028212816
16,342.7417949886402,6,Rap,80.51868039401106,0.922441593891934,1987,41.09383311652451
17,156.35478168602378,4,Jazz,158.57162502608816,0.8380909936850034,2021,50.86439353693274
18,212.32305728721877,4,Rock,173.80608367390434,0.154265835296613,2016,56.76810636432657
19,350.9180192247786,8,Country,82.89293316764424,0.6164365009995645,2001,41.160784706573
20,196.64251472150897,7,Rock,179.40780883706992,0.0655706603539728,2001,60.71362959734833
21,256.77694715656406,3,Country,199.2268608790672,0.3803183421524173,2005,65.17058337182524
22,354.5036914806233,3,Jazz,132.52062333001547,0.5253717061761564,2000,51.692282761512985
23,254.35275078719476,3,Rock,74.49741189885934,0.3335763945962916,2000,34.44301892893017
24,234.403792850907,2,Jazz,196.62406632278115,0.0787300984420724,1980,66.33258301796027
25,325.7547397237945,6,Jazz,125.36379102866496,0.7913650043371449,2005,49.814015277436994
26,390.6118237355278,2,Rap,64.36423152448232,0.5775163130849394,2008,34.27732072596811
27,159.2217368386332,8,Rock,92.27491707884045,0.3482369309660252,2007,37.61907464231649
28,162.86968781249735,6,Country,196.8867903849424,0.1739672687888122,2001,63.75132544383965
29,272.3631900693907,9,Jazz,105.90873719200296,0.7398341253467917,2019,43.1635325614445
30,396.4126135276501,7,Pop,119.34246408082504,0.3544277830208626,2014,49.62395184817041
31,209.4093859980999,4,Jazz,112.25900562018074,0.3564070955521846,1993,43.893844556552295
32,308.07645764839486,4,Rock,195.06972608435737,0.6324092887425428,1994,67.19547376915929
33,210.4630727251129,3,Rock,67.01770052491426,0.1920079704100882,2001,31.263990422274276
34,173.2756919514748,4,Rock,87.51607537502466,0.8588084545127331,2014,34.32894777073045
35,374.27756498814426,4,Rap,77.44463974672271,0.0308327727844104,2003,38.51941472814866
36,190.40717852365344,9,Classical,137.51731204942612,0.7049918837513753,2005,50.442914759436036
37,175.36788571650803,9,Pop,81.04901762869224,0.4648810003714582,2019,34.30361308727586
38,315.8754422770139,6,Jazz,146.41106028344467,0.1011422675452249,1992,56.29369556480171
39,206.06732736513996,6,Jazz,145.47130413331922,0.005583530677989,2013,50.686931002970624
40,216.30059192043137,3,Country,68.36942056234636,0.568340038326041,1981,34.03522361250313
41,210.9974108447709,3,Classical,183.6475025523817,0.7775878933731363,2006,59.91218493309768
42,294.22597115658976,4,Pop,122.13701547235227,0.6990756348896979,2000,47.87571852245932
43,330.6130288153763,4,Rock,72.54857493539002,0.7789855019715402,2015,34.742611307011
44,220.19309061021397,5,Country,187.5795041084862,0.2981630521667738,1997,63.01217106594393
45,156.07899160786346,4,Country,114.22812355212484,0.0425475692706356,2004,41.68705095284918
46,242.5396750638611,3,Jazz,183.3071016251344,0.9151347577184328,2015,59.660606650083224
47,363.25236386684,3,Country,157.37227588864914,0.6955863480416035,1992,59.06211394385045
48,289.2003156145876,8,Classical,83.67926306514633,0.8791976352397189,2012,38.42994956581927
49,303.7518066747924,6,Classical,129.6862514742662,0.3987036551758154,1989,52.11778976567828
50,397.5134625260658,8,Pop,111.26148478041873,0.3157518681390232,1980,51.9177334039488
51,185.021003809131,7,Rock,152.74128454308706,0.7721889554985943,1984,55.65404358595859
52,223.39796106612332,2,Jazz,172.75194472181244,0.6005074605237034,2009,56.758799066196076
53,352.52834866979515,3,Jazz,133.73178626281373,0.117060623744776,2013,50.463653632183906
54,312.4909826944413,2,Rap,142.98191709358048,0.2182118610193402,2011,51.498182498374746
55,234.49878921288396,1,Jazz,107.08686084965416,0.5455749821648274,2013,39.742984813941746
56,158.9855684491855,5,Country,159.35552522802357,0.2663351743900483,2008,53.03148503003433
57,181.7651281629712,7,Rap,135.82270895825843,0.9300561945885086,2012,48.145597057757385
58,282.83865789203696,5,Classical,190.0384366226756,0.8096445401971156,1990,66.1259436226216
59,285.15878040252665,9,Pop,79.79001403849455,0.0410107734509804,2001,39.018249744820196
60,279.0750870752988,1,Country,122.6826045553905,0.1071314820675395,2006,45.65504499658326
61,193.32358001771144,4,Rap,196.1274149681433,0.2600937135077649,2016,61.8407749886328
62,211.93274737528932,9,Classical,123.69631731090296,0.1684598595279782,2002,47.908355363590175
63,268.5434572718313,9,Rap,193.8533228375488,0.7941609759707321,2004,66.78528191072681
64,272.90396877920807,9,Rap,127.98888713837276,0.1502795646293181,1983,52.80025195851752
65,268.36794269514144,8,Classical,196.8399716715458,0.9066129944146004,2021,65.17415214575394
66,303.9625245130541,4,Pop,167.71675612736027,0.6269040532025558,1987,61.030913370354284
67,314.6734079047362,3,Jazz,69.57192310348258,0.3229019897866707,2000,34.848720928621276
68,264.56322262287915,2,Jazz,164.0532153890718,0.0407928482606176,1980,58.996825791219095
69,286.40419732898374,9,Jazz,61.88961792379789,0.5120969574551338,1992,35.59349683118242
70,385.3662021941313,2,Rock,186.06153834376187,0.0981547567083618,1982,67.56225951031777
71,167.79716211505723,8,Rock,78.38374106499704,0.0126783770557628,1991,36.19328927689966
72,333.7677609509715,6,Pop,184.7485172153565,0.4323545903670759,2003,65.12813015627106
73,397.6262855001684,2,Classical,187.3377750085478,0.234677024011884,1991,67.1915475043728
74,253.15441922785664,8,Classical,92.78580142170036,0.4439245332136303,2014,39.503263919706995
75,382.6893314008912,2,Classical,112.24079517341444,0.0244636611190726,1983,48.89229559023133
76,338.6357185211706,6,Pop,90.93744126664532,0.1315185450192249,1981,44.27320910484147
77,230.01240025765293,2,Classical,127.49075525302304,0.831617307631748,1984,48.448565294142185
78,373.8808071240501,8,Rap,94.41637756059596,0.7355063521523434,2001,44.66998812530474
79,247.3004196835408,8,Rock,146.92435768544468,0.2764287849867831,1992,55.4012173196256
80,387.651786734389,8,Classical,178.90001650177305,0.2387744189822602,2015,64.60557524773284
81,232.16613634247895,6,Jazz,67.63743608313112,0.1654177868027188,1985,35.09155777216833
82,338.09363235942,8,Country,164.5657669338567,0.0413435858539985,2012,60.01109835703798
83,177.79937057653785,7,Jazz,164.5894828034256,0.4850083799932724,1987,58.083297002008294
84,152.83841119185476,7,Rock,94.3251356479195,0.9648294501031478,2013,36.85560181903679
85,164.07581892045934,5,Country,69.31599411514485,0.4184046597464501,2001,31.421307439343792
86,221.4280215704652,9,Classical,157.8692277879759,0.7267286242108855,2020,54.67593889294366
87,323.9371722461543,6,Classical,80.29940717902447,0.3671591528868183,1999,39.16348834316108
88,263.6352661919433,2,Jazz,137.6469972780056,0.7749882886977527,2012,48.72124357535384
89,387.6028710191397,4,Rap,82.02522865027072,0.1039164352721054,1982,42.41626294678224
90,227.38190407158197,5,Pop,72.5818658965076,0.9330799035904191,1984,35.892158320991285
91,321.18279313846983,6,Classical,175.08455655793108,0.6885290530689566,1989,63.9584075485287
92,383.18212083850335,9,Jazz,155.51953664429544,0.1023420321719977,2022,58.25519676895499
93,161.30466752654735,6,Classical,148.55692224659782,0.5222517257406045,2009,50.698114211402725
94,360.5297307839272,8,Rock,95.9181908748532,0.4962381792169394,2007,44.001005394479165
95,267.17328994874254,7,Country,69.87811373715938,0.7276582273722945,1990,36.45634050859755
96,253.7048755844163,9,Rap,108.7000249596126,0.4245262645695041,1988,46.880432704473805
97,366.1805940637633,9,Country,124.4751270571766,0.6319976049432336,1984,54.341161750740895
98,362.4118476693528,2,Rap,92.30715396764404,0.294926146422091,1998,41.64464635249391
99,211.8370254357994,6,Rock,146.38758724705096,0.6012079656047576,2022,50.04974301011083
100,182.2898537878737,9,Rap,147.37934215893426,0.555945156523649,2017,51.32714879425782
101,207.16070137586567,5,Jazz,121.50627039104803,0.6023791836451775,1998,46.000689965708204
102,239.54067950821013,7,Rap,163.53789251390262,0.2454582784004493,1988,59.383852304447004
103,287.9767096936214,1,Rap,184.88326279955243,0.0974351631015479,2004,61.698367876668726
104,183.50380711266016,2,Jazz,172.67555090616713,0.0125824701015391,2020,54.404916718109774
105,305.0773878383662,3,Jazz,102.21285654440916,0.6899428076298173,2003,42.41962539049152
106,326.0199420248059,3,Classical,169.20364904034454,0.8577637029224581,2011,58.85239625618607
107,237.06386675582507,3,Classical,105.72874043933903,0.3099648819527431,1990,42.93017224272393
108,345.9132531852858,7,Pop,129.71139889169868,0.9955822649554676,1992,53.34964526084488
109,365.5909271866863,8,Rock,78.65215901875793,0.5025280623108378,1991,41.634725946242014
110,387.3801559144105,8,Country,60.75030264758345,0.8031861581360322,2000,36.72104425286716
111,264.78393905956534,4,Rock,189.73289831522573,0.9137260089766872,2000,64.00067060931332
112,232.18790257187703,2,Classical,70.45421022772875,0.0704570548258771,1989,33.65810206753582
113,236.4168208309658,7,Rock,83.65569577277473,0.4147868823261813,2002,37.705840229663295
114,192.23376576804117,8,Country,114.19554774933016,0.8403591742988709,2015,43.094942765829416
115,201.58342960144813,1,Jazz,143.9516195065071,0.8553829789356981,2004,49.10236441678367
116,368.3946560266943,6,Pop,73.33053106971715,0.8303871156439045,1990,39.649921111890734
117,337.0649225959146,3,Classical,196.3153336157489,0.7984282656340606,1994,67.87387388757719
118,213.1092360860052,5,Country,136.1980652021156,0.9881915595037108,2011,48.36269208970563
119,328.3373964711381,1,Rap,110.05894301794469,0.8655633927865501,2007,43.71907517646409
120,277.9193605289165,3,Pop,126.00388772331168,0.6855710503828949,1983,49.91278204315765
121,176.79300283494402,9,Pop,97.119376519126,0.5680920638997489,2006,39.84430617298494
122,261.8530917058637,7,Pop,189.59116897065635,0.8214396316273861,1999,65.26262422003688
123,217.31080773734524,4,Pop,109.04779629630556,0.3961228799949181,1996,42.96337203192607
124,372.6318201849738,7,Pop,159.25312940678197,0.2466562402856797,1998,60.790132280736714
125,292.694576167228,4,Rap,150.0117696834977,0.281210935424349,2020,52.53932379768116
126,396.6288121982449,3,Country,185.344135709991,0.5644629183945907,2009,65.03963552582613
127,209.30669793399863,6,Pop,80.8276006666568,0.8474578182240797,1986,37.65934246457326
128,211.48943209612705,4,Jazz,145.32296617323829,0.8817065410018549,2000,51.433082316206
129,190.17034331488887,9,Classical,188.98767837268903,0.0591001376769672,1999,64.0060806682846
130,374.1913561566063,2,Classical,165.12082931488112,0.5601806961668484,1993,60.76461812026062
131,292.9031723674749,5,Country,107.04086283383371,0.1948106995699254,1980,46.75523962555212
132,342.37323329798426,5,Jazz,158.34994025067078,0.6018041383665529,1989,59.92297075753234
133,196.76093713938084,6,Jazz,168.0608383400715,0.8189605029436211,1988,58.93284022042562
134,188.59067881855057,9,Pop,68.24635212967692,0.0440350098149726,2006,32.93552014578495
135,270.2850254637044,6,Rap,174.50222805054972,0.9680066562066106,2001,61.065160846150235
136,183.6036692347436,2,Country,193.9940449232339,0.5390785004770201,2020,59.745436791237296
137,352.4686114636587,9,Country,70.50872393587036,0.5105560987813546,1993,39.432900901756085
138,357.6548519469323,5,Jazz,157.34885951116692,0.3107581455831301,1981,60.997200742465964
139,391.25672766662814,4,Country,60.84597756012937,0.3777941849102387,2004,34.71100765934605
140,184.9430941565724,7,Rap,91.367337684529,0.7175030377638947,1988,39.83004648647906
141,200.4068300119361,8,Jazz,116.06353321544428,0.7338306378346071,1995,46.05889928115377
142,187.9187199331878,7,Rock,101.48369938258617,0.8826872509824364,2001,40.96565749640732
143,235.5204371789769,5,Pop,125.76850137741675,0.1496226365005575,1993,48.40698601307048
144,355.3143261680032,2,Rock,121.3840192757979,0.2481669013941633,1996,48.959595535090756
145,177.6579342388018,9,Classical,180.3998906294521,0.930152772643822,2014,59.810233820440516
146,187.47935683719345,6,Rap,98.59477967463266,0.3991819901873145,2009,38.89958945216134
147,330.0091341365186,9,Country,152.918814771408,0.1189858439996808,1991,59.68423099377267
148,195.3994292003564,7,Jazz,199.65999325131497,0.3198453733850062,1985,67.57001296260106
149,296.5574580041993,9,Jazz,104.68627941733772,0.1293406322184976,1994,46.357545519287754
150,276.47216972111653,9,Classical,99.67025957473318,0.823157228072736,2001,43.75991948653822
