SongLength,NumInstruments,Genre,Tempo,LyricalContent,ReleasedYear,Popularity
234.36926142824296,4,Classical,84.77442352426146,0.1526032910092886,2009,13.636533802136022
343.8763241797499,6,Jazz,65.486515025199,0.4087958183425956,1980,42.91068906283611
305.9739590729096,1,Jazz,164.75282880064725,0.3184328974169388,1981,48.79088022334572
158.8975577016191,4,Pop,186.56500356342332,0.6805948446205999,1984,68.36200106111517
294.27927059697663,4,Country,140.61587053996325,0.9699314443756607,2015,86.96948888191918
211.8657453082866,3,Rap,174.9268160182624,0.5634958576461176,2021,51.80413598114656
186.76837023225949,2,Jazz,99.28185571708872,0.266839654033575,2003,16.7653614767982
310.69435336998197,6,Jazz,129.7164423710503,0.04476508538311641,1988,27.323922658920097
267.4510803621704,6,Jazz,191.06733214753066,0.8789521230821122,2020,80.22505883479512
170.33719516047495,3,Classical,118.74428293077807,0.01533927941826374,1986,8.984216682903035
247.04142653174887,3,Classical,90.396107114392,0.9362164982197485,2022,62.20881517807398
390.3543944616433,5,Jazz,112.9253066444273,0.03572260951191042,2001,18.541074166725554
224.4648495975528,3,Rock,125.94381401051841,0.029344140978335043,1990,22.800688991829173
238.1202617358378,7,Jazz,166.97473368002483,0.04288803588494017,2002,27.587032080684676
190.34183959709577,4,Rap,153.24328185322622,0.8521592839149136,1987,75.13385766630674
208.4226122063409,1,Country,187.59414628980966,0.9160516313132415,1998,94.45150909430973
273.1545234982174,3,Pop,163.67235193804365,0.5643431117117426,1980,62.75697891808761
355.80658981162486,5,Classical,128.58366738983483,0.22317009785004926,2003,34.00318508379528
281.8137874876693,5,Jazz,82.45091737130443,0.9671782729841749,1980,64.84612225031971
250.57366951907966,1,Classical,160.9522652176909,0.4924230855683833,2007,54.31547121769569
329.4401362040577,4,Rock,93.40482428977207,0.15362038137092215,2001,29.52281172012387
178.7332492648917,8,Classical,150.84577571959062,0.08408965178669459,1990,27.48995162996789
386.43742555648254,2,Pop,191.78764917264394,0.9149830951827624,1983,98.87700551588706
305.93834609230817,7,Classical,90.68119214215793,0.3097635283920812,2012,25.189963911469835
335.4068218629722,6,Pop,83.41008821797638,0.5091598135184474,1989,52.73040329763388
219.45822489116358,3,Classical,160.68650866531914,0.7919828322249004,2007,68.47533485696495
245.958237983261,4,Classical,77.9146046242556,0.056432880744348046,2013,6.68741971709332
252.9369168975608,8,Classical,83.88400746291894,0.325826242340136,1989,36.41541546597158
263.48970826196495,6,Country,75.29702798696114,0.5413303592530954,1989,40.95402078560265
314.2994154100155,3,Classical,74.67916300715441,0.654899138183594,1987,49.85774771925679
328.6489806750156,6,Country,135.90213505326886,0.9318192682561138,2001,87.30635199888366
177.8780530803191,1,Jazz,197.99560636010352,0.3600525558057155,2003,56.881319648739705
320.63511969178927,3,Rap,129.8436277780122,0.8757043302892954,1981,81.13422239534977
